Transformation Number,Time Between Messages,Moving Average Time Between Messages,Std Time Between Messages,Z Score Time Between Messages,Translation_x,Moving Average Translation_x,Std Translation_x,Z Score Translation_x,Translation_y,Moving Average Translation_y,Std Translation_y,Z Score Translation_y,Translation_z,Moving Average Translation_z,Std Translation_z,Z Score Translation_z,Rotation_x,Moving Average Rotation_x,Std Rotation_x,Z Score Rotation_x,Rotation_y,Moving Average Rotation_y,Std Rotation_y,Z Score Rotation_y,Rotation_z,Moving Average Rotation_z,Std Rotation_z,Z Score Rotation_z,Rotation_w,Moving Average Rotation_w,Std Rotation_w,Z Score Rotation_w
1,0.03335500000002867,0.03335500000002867,0,0,-0.01158135011792183,-0.01158135011792183,0,0,0.015280388295650482,0.015280388295650482,0,0,1.2859796285629272,1.2859796285629272,0,0,-0.6635090435682672,-0.6635090435682672,0,0,0.7423859665680339,0.7423859665680339,0,0,-0.06473853434517465,-0.06473853434517465,0,0,0.06654132488016758,0.06654132488016758,0,0
2,0.0333419999999478,0.033348499999988235,9.192388212605303e-06,-0.7071067811865476,-0.01155022531747818,-0.011565787717700005,2.2008557456782477e-05,0.7071067811865476,0.01529067475348711,0.015285531524568796,7.273624090669134e-06,0.7071067811865476,1.2858750820159912,1.2859273552894592,7.392557228810813e-05,-0.7071067811865476,-0.6637506530022235,-0.6636298482852454,0.00017084366914909763,-0.7071067811862226,0.7423526550900611,0.7423693108290474,2.3554771965919064e-05,-0.7071067811841909,-0.061729366859028134,-0.0632339506021014,0.0021278027351802798,0.7071067811865476,0.06735793484840759,0.06694962986428758,0.0005774304461270436,0.7071067811865475
3,0.03333400000008169,0.033343666666686055,1.059874204590255e-05,-0.9120579180530666,-0.01154716033488512,-0.011559578590095043,1.8916873354450747e-05,0.6564644683737354,0.015292448922991753,0.015287837324043116,6.511753784771662e-06,0.708196148236089,1.285788893699646,1.2858812014261882,9.55145664472079e-05,-0.9664256455924826,-0.6637215657127077,-0.6636604207610661,0.0001319007523769268,-0.4635678761469469,0.742344822760798,0.742361148139631,2.1847245517756783e-05,-0.7472511269091312,-0.0618741318394272,-0.06278067768121,0.0016970978941594967,0.5341741598423072,0.06759762671298743,0.0671656288138542,0.0005537866003244221,0.7800800865895895
4,0.03334699999993518,0.033344499999998334,8.812869355351167e-06,0.283676046477041,-0.011553876101970673,-0.01155815296806395,1.570652702035153e-05,0.2722986493281575,0.015292888507246971,0.015289100119844079,5.886190435422133e-06,0.6436059866657076,1.2857964038848877,1.285860002040863,8.876754674456962e-05,-0.7164572899411848,-0.6637639516597427,-0.6636863034857352,0.00011949142534198536,-0.6498221423439479,0.7423439433512747,0.742356846942542,1.980410588922234e-05,-0.6515614155692953,-0.06153146063534374,-0.06246837341974343,0.001519944071940731,0.6164126705026705,0.0675038191423516,0.06725017639597855,0.0004827486306262802,0.525413704527735
5,0.033341000000064014,0.03334380000001147,7.791020447535335e-06,-0.3593880886735082,-0.011539082042872906,-0.011554338783025742,1.6054945680669867e-05,0.9502828882943923,0.01529254112392664,0.01528978832066059,5.3248033016047555e-06,0.5169774562789019,1.2857496738433838,1.2858379364013672,9.134670354255267e-05,-0.966236925477304,-0.6636649175419629,-0.6636820262969808,0.00010392363670456068,0.16462814005020432,0.7423429954274956,0.7423540766395327,1.8235263951187808e-05,-0.6076803750546561,-0.06230224273671107,-0.06243514728313696,0.0013184052363138532,0.10080705291908836,0.0677804168896063,0.0673562244947041,0.0004806409018125512,0.8825557569123239
6,0.09829999999999472,0.04416983333334201,0.02651825852061752,2.041241381841397,-0.011584271676838398,-0.011559327598661184,1.8855734228982844e-05,-1.3228908444664291,0.015301868319511414,0.015291801653802395,6.855938024802782e-06,1.4683134054888551,1.2859575748443604,1.285857876141866,9.518894739119785e-05,1.0473768775343824,-0.6635558828001177,-0.6636610023808369,0.00010626442543421257,0.9892264536292628,0.7422428966426676,0.7423355466400552,4.8230541826879896e-05,-1.920981889859795,-0.06510308398827931,-0.06287980340066068,0.0016052626796943447,-1.3849948770016627,0.0673101867481708,0.06734855153694855,0.0004303089435283175,-0.08915638253571606
7,0.029284999999958927,0.04204342857143014,0.024852891373418843,-0.5133579179892469,-0.011653275229036808,-0.011572748688714845,3.9460890368747235e-05,-2.0406670901105644,0.015253346413373947,0.015286308048026902,1.582491188229142e-05,-2.0828953044496923,1.286100149154663,1.2858924865722656,0.00012623768455435373,1.6450126056300436,-0.6642284329846756,-0.663742063895671,0.00023538668414144944,-2.066255747552386,0.7421788423894742,0.7423131603185436,7.380053775660664e-05,-1.8200128773092543,-0.06179561131124235,-0.06272491881645806,0.0015216158735529206,0.610737257259157,0.06443956196943142,0.06693298159873182,0.001167558751089895,-2.1355838641720064
8,0.13945400000000063,0.054219750000001454,0.04141896435123011,2.0578556546517754,-0.01165811624377966,-0.011583419633097947,4.7388422693570935e-05,-1.5762628599125441,0.015268908813595772,0.015284133143723011,1.589006295696639e-05,-0.9581038268048335,1.2857481241226196,1.2858744412660599,0.0001275321641610381,-0.9904728291189565,-0.6642118274241494,-0.6638007843367308,0.00027400062500685827,-1.5001538314311647,0.7419241831090949,0.7422645381673625,0.0001535622149514938,-2.2163984699952453,-0.06274862647238122,-0.06272788227344846,0.00140876749558004,-0.014725069252269424,0.0665865204347217,0.06688967395323055,0.0010878676090916783,-0.278667657695928
9,0.06672900000000936,0.055609666666669,0.03896762883471271,0.2853479584427565,-0.011677470989525318,-0.011593869783812098,5.429369787781983e-05,-1.539795758641314,0.015242986381053925,0.015279561281204224,2.0224976642645284e-05,-1.8084025903485708,1.2857301235198975,1.2858584059609308,0.00012862960537494777,-0.9973010541346237,-0.664144693960296,-0.663838996517127,0.00028077274844038013,-1.0887717731406101,0.7421657014338832,0.742253556308087,0.0001473739994928766,-0.5961355090187755,-0.062164969940857864,-0.06266533645871616,0.0013310730389397242,0.3759121424748191,0.06509541928422571,0.06669031232334112,0.001180351421525177,-1.3512018624543047
10,0.033366000000000895,0.05338530000000219,0.037406344399638844,-0.5351846143028769,-0.011681189760565758,-0.011602601781487466,5.816140906536392e-05,-1.3512048683341236,0.01524037029594183,0.015275642182677985,2.274187873314545e-05,-1.5509662658057985,1.2858630418777466,1.2858588695526123,0.00012128201551369143,0.034401845290956044,-0.6641996397003698,-0.6638750608354512,0.00028823675553877584,-1.1260842299998781,0.742176973941493,0.7422458980714277,0.00014104023807175872,-0.48868415763512846,-0.06182796531029425,-0.06258159934387397,0.0012825805097591498,0.5875919896219591,0.06472619777598859,0.06649390086860588,0.0012744413672046322,-1.3870415211761178
