Transformation Number,Time Between Messages,Moving Average Time Between Messages,Std Time Between Messages,Z Score Time Between Messages,Translation_x,Moving Average Translation_x,Std Translation_x,Z Score Translation_x,Translation_y,Moving Average Translation_y,Std Translation_y,Z Score Translation_y,Translation_z,Moving Average Translation_z,Std Translation_z,Z Score Translation_z,Rotation_x,Moving Average Rotation_x,Std Rotation_x,Z Score Rotation_x,Rotation_y,Moving Average Rotation_y,Std Rotation_y,Z Score Rotation_y,Rotation_z,Moving Average Rotation_z,Std Rotation_z,Z Score Rotation_z,Rotation_w,Moving Average Rotation_w,Std Rotation_w,Z Score Rotation_w
22,0.03360899999995581,0.04356229999999641,0.022737947689330202,-0.43773959444506905,0.15954487025737762,0.15944262444972992,9.429568518588784e-05,1.0843105646471456,0.02266659215092659,0.022674152813851833,2.1825947172934464e-05,-0.34640709359996885,1.3053058385849,1.3044343948364259,0.0008055165999451751,1.0818445560691665,0.050919754282724355,0.050675779162327086,0.000213432548606595,1.1431017527086318,0.9950251334113698,0.9949242060502416,8.780896302606904e-05,1.1493970279349233,-0.020521081032776705,-0.021078790238053532,0.0008711165984477238,0.6402233710970843,0.08313271159248327,0.08433121807614682,0.0010482706846303563,-1.1433177529773006
23,0.03300799999999526,0.0435263999999961,0.022756109324761593,-0.46222312654103204,0.15953952074050903,0.1594502940773964,9.911704916309285e-05,0.9002150877779592,0.022667650133371353,0.022667505964636802,5.695299907215026e-06,0.02531363350480129,1.3052642345428467,1.3044986963272094,0.0008466992481199398,0.9041442015416234,0.0509030647171164,0.050740056706819914,0.00016589552354495988,0.9825943871976014,0.9950195033911866,0.9949326245857225,9.288171417231353e-05,0.9353703927440421,-0.02055549843644021,-0.020839968626614563,0.0005826311153502593,0.48825094074033354,0.08320178698556312,0.08425425308846049,0.0011043740724769532,-0.9529978375323879
24,0.032616000000075474,0.04345150000000331,0.022794471265596503,-0.47535649647999334,0.15953285992145538,0.15947034657001496,9.267593110765406e-05,0.6745370744406326,0.022668907418847084,0.022668191976845265,5.36851790780421e-06,0.13326620383977472,1.3051321506500244,1.3046641945838928,0.0007842862464272756,0.5966648889526126,0.0509539313585648,0.050775463315705635,0.0001703735668992733,1.0475101631503319,0.9949789067711108,0.9949476053596606,8.61673951777815e-05,0.36326282563786344,-0.020605550271010697,-0.02076449086915102,0.000556011638473732,0.28585840141155733,0.08364259236597577,0.08407541350277584,0.0010352866546970592,-0.41806888443541396
25,0.03323699999998553,0.043438500000002024,0.022800897795440728,-0.4474165926069977,0.15953290462493896,0.15949007123708725,8.109070090470365e-05,0.5282157802785812,0.022668937221169472,0.02266867645084858,5.172483114992858e-06,0.05041491970007022,1.3051327466964722,1.3048261642456054,0.0006805234868765297,0.4505097278478099,0.05095416895860043,0.05080955589950857,0.00016840481751856227,0.8587228157883211,0.9949790277721089,0.9949619404379073,7.690386728574816e-05,0.22219083128929545,-0.02060545762755632,-0.020691056529246382,0.0005188367599155467,0.16498233799778456,0.08364103105155053,0.08390436089668536,0.0009377231158176152,-0.280818336130307
26,0.033187999999995554,0.04342060000000174,0.02280975156083532,-0.44860637665057734,0.1595894992351532,0.15951579213142394,6.459856551852053e-05,1.1410021745470746,0.02266371063888073,0.02266884446144104,4.955356500786221e-06,-1.0360147770386328,1.3055452108383179,1.305032992362976,0.0005203444684167105,0.9843834352663527,0.05108756401160511,0.05085833436191748,0.00017150658702255267,1.3365646979931123,0.9951091081364227,0.9949899456574073,7.407575860690205e-05,1.6086568839315454,-0.02125190452901926,-0.02068018186595596,0.0005041753635260294,-1.133975803706215,0.08183080264291001,0.08354429515814113,0.0009766757957807542,-1.7544127976073713
27,0.16617199999996046,0.05336459999999761,0.04499162436670723,2.507297782372084,0.1597106009721756,0.15954404920339585,8.152742406654766e-05,2.0428925688097217,0.022630618885159492,0.022664587944746017,1.2833044644301113e-05,-2.646999252948903,1.305793046951294,1.3051674485206604,0.0005262102734018159,1.1888753645748005,0.0512371660433705,0.05091801515451757,0.00019006209925549457,1.679192695982529,0.9953946505658621,0.9950418046982245,0.00013876739805041694,2.5427144458630195,-0.02199944585225125,-0.020889802722999444,0.0005759186590246691,-1.9267358538634825,0.07797606570546746,0.08282072798291716,0.0018730361963400863,-2.5865289132779035
28,0.06661700000006476,0.056689600000004246,0.04457625453883032,0.2227060147328612,0.15974882245063782,0.15958175510168077,8.017539683021746e-05,2.0837732716289383,0.022643081843852997,0.02266083490103483,1.3110907108923947e-05,-1.3540678028105966,1.3059858083724976,1.3053874135017396,0.0002924950586255767,2.045828991333402,0.05114839085511926,0.05098385203732945,0.00012981281780687234,1.26750825203259,0.9954690649432056,0.995102940346402,0.00017782379999927973,2.0589178546691316,-0.021567989452232036,-0.020867869398093458,0.0005410612141557975,-1.2939756830120508,0.07720106660545617,0.08203541862771957,0.0024036927197950086,-2.011218814472959
29,0.033349999999927604,0.05668799999999692,0.044577185001596124,-0.5235413586397095,0.15974882245063782,0.15960268825292587,9.40426142608409e-05,1.5539146679464442,0.022643081843852997,0.022658787295222284,1.4192691297894436e-05,-1.106587259571901,1.3059858083724976,1.3054673075675964,0.000337310839933963,1.537160219940256,0.05114839085511926,0.05101586930951679,0.00012660628485314094,1.0467216991335782,0.9954690649432056,0.9951483539554342,0.0002082383711987089,1.540114753708804,-0.021567989452232036,-0.020978705654467737,0.0005612866690285153,-1.0498802666812683,0.07720106660545617,0.08142294629441407,0.0027879567585033607,-1.5143275361359279
30,0.03334200000006149,0.049918800000000374,0.042169467782578754,-0.39309957824004527,0.1593715101480484,0.15958589017391206,0.00011842662082115725,-1.810235100665466,0.022505048662424088,0.022642527520656586,5.025067497748653e-05,-2.735860927123717,1.30255925655365,1.3051968216896057,0.0009836358257025624,-2.681444765466862,0.05011216757312022,0.05093677296618141,0.0003136995998265008,-2.6286466208986616,0.9946628096902552,0.9951126809434662,0.00025748861564784103,-1.7471500713888546,-0.02279463891467399,-0.021202562551377195,0.0007784070688569777,-2.045300495066954,0.08726436911454938,0.0818292662364051,0.0033210358011964173,1.6365685898918216
31,0.2000150000000076,0.06651540000000296,0.06282862361163656,2.1248213366125537,0.15950965881347656,0.15958290696144103,0.00012008937243363335,-0.6099469626669264,0.022526346147060394,0.02262839749455452,6.109805389703132e-05,-1.670288020402637,1.3052647113800049,1.3051968812942505,0.000983640374576284,0.06895821634366445,0.04991824515562178,0.05083828438109621,0.0004503004004601755,-2.0431676821388844,0.9952353775298681,0.9951342647154595,0.00025785958153803305,0.39212354959048423,-0.023652566575704123,-0.021512212214389665,0.0010582478167785025,-2.0225455015159715,0.08034468375658864,0.08154361764260006,0.0033127602452854023,-0.36191387158720423
32,0.033241999999972904,0.06647870000000466,0.06285008443563068,-0.5288250652084941,0.1585809290409088,0.15948651283979415,0.00033983456953197997,-2.664778336507978,0.022475186735391617,0.022609256953001023,7.597357095165968e-05,-1.7646954846273075,1.3050428628921509,1.3051705837249756,0.0009839190252348077,-0.12980827644253698,0.04956245260847277,0.05070255421367105,0.000602016670086921,-1.893804045382442,0.9950303929532472,0.9951347906696473,0.00025761750486016726,-0.4052431004511707,-0.02233771301500328,-0.02169387541261232,0.0010245915908416918,-0.6283846248065063,0.08342126208586657,0.08157247269193837,0.0033293547409494234,0.5552996114198947
33,0.06664200000000164,0.0698421000000053,0.061750224772323684,-0.05182329314269863,0.15794190764427185,0.15932675153017045,0.0005932159456733675,-2.3344684107010067,0.022773541510105133,0.0226198460906744,9.09250027775004e-05,1.6903537501872292,1.306147813796997,1.3052589416503906,0.00103177337854728,0.8614994000504327,0.05047879559361186,0.05066012730132059,0.0006012653018340072,-0.3015835225409239,0.9949869222645544,0.995131532556984,0.0002594371610840108,-0.5574000726241292,-0.02246587040318398,-0.021884912609286697,0.0009651259775380227,-0.6019502193685352,0.08335586593009135,0.0815878805863912,0.00333807794433508,0.5296417199306354
