Time Stamp,Time Between Messages,Moving Average Time Between Messages,Translation_x,Filtered Translation_x,Translation_y,Filtered Translation_y,Translation_z,Filtered Translation_z,Rotation_x,Filtered Rotation_x,Rotation_y,Filtered Rotation_y,Rotation_z,Filtered Rotation_z,Rotation_w,Filtered Rotation_w
1729766479.166764011,0.0,0.0,1.4581884950682085,1.4581884950682085,-1.102343886033209,-1.102343886033209,0.13217355860111946,0.13217355860111946,-0.033500888894269575,-0.033500888894269575,0.006943166305881029,0.006943166305881029,-0.7064631909179496,-0.7064631909179496,0.7069223739301023,0.7069223739301023
1729766479.167420713,0.0006566047668457031,5.4717063903808594e-05,1.4581902406224692,1.4581893678453388,-1.1023470170841243,-1.1023454515586666,0.13224317945256314,0.1322083690268413,-0.03347756025317624,-0.03348922457372291,0.006941818261384473,0.006942492283632751,-0.7064632584488779,-0.7064632246834137,0.7069234248350487,0.7069228993825755
1729766479.318727831,0.1513071060180664,0.011689516214224009,1.4585746005082,1.4581902406224692,-1.103214634300282,-1.1023470170841243,0.15172868176855392,0.13224317945256314,-0.029707709352340125,-0.03347756025317624,0.002663935369723409,0.006941818261384473,-0.706631818601602,-0.7064632584488779,0.7069524937314923,0.7069234248350487
1729766479.627452218,0.30872440338134766,0.02193752924601237,1.4590298047426105,1.4583824205653346,-1.1032882198059586,-1.1027808256922031,0.16141954002791015,0.14198593061055853,-0.028989725088765673,-0.03159263480275818,0.002866225714029582,0.004904021987707027,-0.7065492663924839,-0.7065062624206809,0.707064010362341,0.7069379592832705
1729766479.627660224,0.00020813941955566406,0.01355577216428869,1.4590289333875375,1.4588017669478688,-1.1032862122412417,-1.1032504232707618,0.1614114078508866,0.15657004480972025,-0.02899105926717069,-0.029349384309755408,0.0028680861883168276,0.002867155951173205,-0.7065487591493103,-0.7065490127708971,0.7070644549889026,0.7070082520469166
1729766479.852668237,0.2250080108642578,0.01758728883205316,1.4579213640322601,1.4588017669478688,-1.1030637156931873,-1.1032504232707618,0.152629208027518,0.1570203079392023,-0.03319135990218539,-0.029349384309755408,0.0028695806225274983,0.002867155951173205,-0.7067645728215405,-0.7065905424970429,0.7066639496530721,0.7070082520469166
1729766480.39119696,0.18645143508911133,0.018174077073733013,1.4554416663665655,1.4584751487098988,-1.1051131213324157,-1.1032872160236002,0.14521962056534,0.1570203079392023,-0.03154463830022308,-0.030267848783696885,0.005111749877950888,0.002868833405422163,-0.7071689185956663,-0.7066569196070123,0.7063221123396387,0.7068639800077066
1729766480.242172991,0.20305323600769043,0.017069983103918652,1.4575224024445013,1.4577218832383807,-1.1023045737410837,-1.1031749639672146,0.11527437512661565,0.148924414296429,-0.0350930549092679,-0.032367999101204234,0.008102493993366067,0.003990665250239193,-0.7063550075110815,-0.7066566659854254,0.7069408960105806,0.7068024228318264
1729766480.242992374,0.0008194446563720703,0.007526072588833896,1.457528240073699,1.4575253212591002,-1.1023092875335951,-1.102686501613391,0.11528669073429221,0.1302531556498161,-0.03510071530201418,-0.03414220740572665,0.008086359017320525,0.006599054447635706,-0.706356438424791,-0.7065605056231657,0.7069392707149422,0.7068016101840071
1729766481.43403791,0.8004114627838135,0.013032221131854586,1.4583581683602755,1.4575253212591002,-1.1008004565641107,-1.1023069306373394,0.11721893403803363,0.11625281238616292,-0.038434240472337344,-0.035096885105641046,0.007493168061526369,0.007789763539423447,-0.7060772943905272,-0.7063557229679363,0.7070512823960289,0.7069400833627615
1729766481.876776095,0.8333721160888672,0.011991203358743043,1.4624349143676396,1.4579432042169873,-1.10672089173325,-1.1023069306373394,0.15908407179008321,0.11625281238616292,-0.02378431967853054,-0.035096885105641046,-0.027584299272315163,0.007789763539423447,-0.7018304789159775,-0.7062161509508044,0.7114122513955285,0.7069960892033047
