Transformation Number,Time Between Messages,Moving Average Time Between Messages,Translation_x,Filtered Translation_x,Translation_y,Filtered Translation_y,Translation_z,Filtered Translation_z,Rotation_x,Filtered Rotation_x,Rotation_y,Filtered Rotation_y,Rotation_z,Filtered Rotation_z,Rotation_w,Filtered Rotation_w
0,0.011661052703857422,0.011661052703857422,1.0581536261924949,1.0581536261924949,-0.7024560556815149,-0.7024560556815149,0.14003656185723456,0.14003656185723456,-0.033500888894269575,-0.033500888894269575,0.006943166305881029,0.006943166305881029,-0.7064631909179496,-0.7064631909179496,0.7069223739301023,0.7069223739301023
1,0.009174346923828125,0.010417699813842773,1.058462309883509,1.0583079680380019,-0.70333836167365,-0.7028972086775824,0.1547488607855665,0.14739271132140053,-0.029707709352340125,-0.03160429912330485,0.002663935369723409,0.004803550837802218,-0.706631818601602,-0.7065475047597758,0.7069524937314923,0.7069374338307972
2,0.011451959609985352,0.010116490450772371,1.0588118962394528,1.058462309883509,-0.7035194846779492,-0.70333836167365,0.16467286563567463,0.1547488607855665,-0.028989725088765673,-0.029707709352340125,0.002866225714029582,0.002866225714029582,-0.7065492663924839,-0.7065492663924839,0.707064010362341,0.7069524937314923
3,0.00917959213256836,0.010004841763040295,1.0588105418031293,1.0586364258433192,-0.7035179780488228,-0.7034281698612364,0.16466685993387964,0.15970786035972306,-0.02899105926717069,-0.029349384309755408,0.0028680861883168276,0.002867155951173205,-0.7065487591493103,-0.7065490127708971,0.7070644549889026,0.7070082520469166
4,0.009931564331054688,0.010030107838766915,1.058061041365731,1.0586364258433192,-0.7029372216484528,-0.7034281698612364,0.15587129385121545,0.16026907689254755,-0.03319135990218539,-0.029349384309755408,0.0028695806225274983,0.002867155951173205,-0.7067645728215405,-0.7065905424970429,0.7066639496530721,0.7070082520469166
5,0.009041547775268555,0.010000235504574247,1.0560706370482702,1.0584357915844302,-0.704526532294283,-0.7035187313633859,0.1509785808915891,0.16026907689254755,-0.03154463830022308,-0.030267848783696885,0.005111749877950888,0.002868833405422163,-0.7071689185956663,-0.7066569196070123,0.7063221123396387,0.7068639800077066
6,0.01027059555053711,0.00999998587828416,1.0574713195645489,1.05776618046514,-0.7024609718875633,-0.7032275998486378,0.12445180087574892,0.15342493737140228,-0.0350930549092679,-0.032367999101204234,0.008102493993366067,0.003990665250239193,-0.7063550075110815,-0.7066566659854254,0.7069408960105806,0.7068024228318264
7,0.011472225189208984,0.010009783551208955,1.0580833131403407,1.05776618046514,-0.7011659068143111,-0.702699096768008,0.1257199295641358,0.13834925522786246,-0.038434240472337344,-0.03414220740572665,0.007493168061526369,0.006302458969738628,-0.7060772943905272,-0.706559790166311,0.7070512823960289,0.7068024228318264
8,0.009775638580322266,0.010003964845524278,1.0571389462125647,1.0573051328885568,-0.7133077378855563,-0.7034937520909231,0.12807974020800672,0.12689983488607126,-0.02378431967853054,-0.03331884660474549,-0.027584299272315163,0.006302458969738628,-0.7018304789159775,-0.7062161509508044,0.7114122513955285,0.7069960892033047
9,0.009734630584716797,0.0100009214310419,1.0557355780169184,1.0573051328885568,-0.7190752577924817,-0.7078843548865599,0.11190380695972957,0.12508586521994236,-0.022383214942494654,-0.029438687293899223,-0.01968811007223359,-0.00609747100535361,-0.703393068033739,-0.7047351812121332,0.7101757260373699,0.7086135042166994
