Time Stamp,Time Between Messages,Moving Average Time Between Messages,Translation_x,Filtered Translation_x,Translation_y,Filtered Translation_y,Translation_z,Filtered Translation_z,Rotation_x,Filtered Rotation_x,Rotation_y,Filtered Rotation_y,Rotation_z,Filtered Rotation_z,Rotation_w,Filtered Rotation_w
1729766479.167173177,0.0,0.0,-0.1991190117082624,-0.1991190117082624,-1.5498236538576426,-1.5498236538576426,-0.006553676434267741,-0.006553676434267741,-0.018586629362992848,-0.018586629362992848,0.003474254397636508,0.003474254397636508,-0.7111748726007925,-0.7111748726007925,0.7027608180217148,0.7027608180217148
1729766479.319147465,0.15197420120239258,0.005845161584707407,-0.1969363657175327,-0.19802768871289755,-1.5491065306947036,-1.549465092276173,-0.008002654921664298,-0.00727816567796602,-0.017093808120832152,-0.0178402187419125,0.0031138899745533945,0.0032940721860949514,-0.7104654334074292,-0.7108201530041108,0.7035175714552896,0.7031391947385022
1729766479.627589002,0.3084416389465332,0.010962281908307756,-0.19693286140503719,-0.1969363657175327,-1.548126170614212,-1.5491065306947036,-0.01413088508692728,-0.008002654921664298,-0.017557258661671495,-0.017557258661671495,0.008826222198390058,0.003474254397636508,-0.7098020663392798,-0.7104654334074292,0.7041270248261179,0.7035175714552896
1729766479.627660224,7.128715515136719e-05,0.006771869519177605,-0.19693319682205712,-0.1969347812697949,-1.5481258731109673,-1.548616350654458,-0.014131393740933529,-0.01106677000429579,-0.017556639797113107,-0.0175569492293923,0.008826007579936682,0.006150130988786595,-0.7098021834202054,-0.7101338084138173,0.7041269249227318,0.7038222481890106
1729766479.853167548,0.22550725936889648,0.009026241929907548,-0.19814485982401564,-0.1969347812697949,-1.5491264191590082,-1.548616350654458,-0.015782667262593586,-0.014131139413930405,-0.01837588702042072,-0.0175569492293923,0.0061626941654617665,0.007494350872699224,-0.7109798105244605,-0.7101338084138173,0.7029452731211997,0.7038222481890106
1729766480.39696739,0.18652915954589844,0.00928216538530715,-0.1996704239510374,-0.19753902832303638,-1.5489110854197374,-1.5485186280169747,-0.008865991788766348,-0.014131139413930405,-0.021302247231490646,-0.017966572841046108,0.006573928117851574,0.007699967848894128,-0.7107075724042823,-0.7102548779122438,0.7031342291904169,0.7036305770565743
1729766480.242655708,0.2029590606689453,0.008535576245141408,-0.2007765047335235,-0.19890764188752652,-1.5498691447019395,-1.5490187522893728,-0.004801474325426103,-0.011498692764849938,-0.021792132862851296,-0.019839067125955685,0.000841097531773853,0.0063683111416566705,-0.7117191012594519,-0.7108436914643714,0.702125570252692,0.7030397511558083
1729766481.43826135,0.8011703491210938,0.00656172362240878,-0.2013034656979965,-0.20022346434228044,-1.549383145507278,-1.549254782333143,-0.009264208508818816,-0.009065100148792582,-0.020169722196807734,-0.02073598471414919,0.0012699434495153184,0.0037163188074885423,-0.7118027303840558,-0.7113494558919562,0.7020886287128866,0.7025354216869458
1729766481.877205343,0.8333792686462402,0.0059956465147237865,-0.18223759667996653,-0.20022346434228044,-1.5469201679263067,-1.5491471154635077,0.002914323366486782,-0.006833733057096225,-0.026063579134322976,-0.02154719004717097,-0.02096027919500004,0.0010555204906445856,-0.7034067743998789,-0.7112133368318672,0.710000187512042,0.7026298997215544
1729766482.30748447,0.15354299545288086,0.005941027427610025,-0.17746109213351147,-0.191507050706745,-1.5454990581308792,-1.5481516567167923,-0.0270672738483293,-0.00703284141712246,-0.021545594509719226,-0.02166886368628526,-0.015595136879173284,-0.007377019673699715,-0.7031435914756978,-0.7075629378296654,0.7105502577788566,0.706062878882367
1729766482.310311830,0.27956342697143555,0.005820627124221237,-0.18760022320985448,-0.1849189099449105,-1.5462478751782494,-1.546584021552278,-0.07122389352594838,-0.018165741178574057,0.0005270016600343284,-0.020857658353263482,-0.017512177078552935,-0.01655365697886311,-0.7088516495195918,-0.7061292119597353,0.7051399753925269,0.7075700814522845
