Transformation Number,Time Between Messages,Moving Average Time Between Messages,Translation_x,Filtered Translation_x,Translation_y,Filtered Translation_y,Translation_z,Filtered Translation_z,Rotation_x,Filtered Rotation_x,Rotation_y,Filtered Rotation_y,Rotation_z,Filtered Rotation_z,Rotation_w,Filtered Rotation_w
1,0.04351997375488281,0.04351997375488281,-0.12029387056827545,-0.12029387056827545,0.06093859300017357,0.06093859300017357,0.7900922298431396,0.7900922298431396,0.013037269995242672,0.013037269995242672,0.9870922023780123,0.9870922023780123,0.0714238689360149,0.0714238689360149,0.1427502873615573,0.1427502873615573
2,0.0348207950592041,0.03917038440704346,-0.120293989777565,-0.12029393017292023,0.060938987880945206,0.06093879044055939,0.7900820970535278,0.7900871634483337,0.013044157778924238,0.013040713887083454,0.9870967871693386,0.9870944947736755,0.07149629823264497,0.07146008358432994,0.14268168083828026,0.14271598409991876
3,0.027529478073120117,0.03529008229573568,-0.12028753012418747,-0.12029387056827545,0.0609431117773056,0.060938987880945206,0.7900459170341492,0.7900820970535278,0.013107603392988132,0.013044157778924238,0.9870807200935255,0.9870922023780123,0.07151837722856483,0.07149629823264497,0.14277592399116784,0.1427502873615573
4,0.07330846786499023,0.044794678688049316,-0.12026559561491013,-0.12029070034623146,0.06095340475440025,0.060941049829125404,0.7901235818862915,0.7900871634483337,0.01324605599259896,0.013075880585956184,0.9869540428977005,0.9870864612357689,0.07018956416235023,0.07146008358432994,0.14429027788185986,0.14276310567636258
5,0.07313394546508789,0.050462532043457034,-0.12026730179786682,-0.12027741596102715,0.06095279008150101,0.060947950929403305,0.7901107668876648,0.7900964319705963,0.013249812376327467,0.013176829692793546,0.9869472230239673,0.987017381495613,0.07023820774334431,0.07086725298799465,0.14431290867512153,0.14353310093651384
6,0.05708575248718262,0.05156640211741129,-0.1202591210603714,-0.12026644870638847,0.060953289270401,0.060953039675951004,0.790098249912262,0.7901045083999634,0.013269477114686717,0.013247934184463213,0.9869160535745745,0.986950632960834,0.07004389851377608,0.07021388595284728,0.14461838214723063,0.14430159327849068
7,0.03194904327392578,0.04876392228262765,-0.12026955187320709,-0.12026644870638847,0.06100476533174515,0.06095334701240063,0.7900689244270325,0.7901045083999634,0.013371151322339079,0.013259644745507091,0.9868580298457112,0.9869316382992709,0.07230462444323016,0.07021388595284728,0.1438905227090368,0.14430159327849068
8,0.09119486808776855,0.054067790508270264,-0.12026602029800415,-0.12026666104793549,0.06100521236658096,0.060979027301073074,0.7900751829147339,0.7900867164134979,0.01337507671876913,0.013320314218512899,0.9868369068240476,0.9868870417101429,0.07214141787890006,0.07118981281112219,0.1441167668216818,0.14421483774840166
9,0.02281641960144043,0.05059541596306695,-0.12031298875808716,-0.12026778608560562,0.06107550859451294,0.061004988849163055,0.7903825044631958,0.7900867164134979,0.013330500931402058,0.01335082612687057,0.987184469588865,0.9868870417101429,0.07023423125533858,0.07118782456711932,0.14267541311466697,0.14400364476535932
10,0.09191226959228516,0.05472710132598877,-0.12023220956325531,-0.12026778608560562,0.061070580035448074,0.06103789620101452,0.7898082733154297,0.7900720536708832,0.01343986462365081,0.013373114020554105,0.9869193715526061,0.9868887006991587,0.07060771735684356,0.07137456761787181,0.14430548964874101,0.14400364476535932
11,0.017731428146362305,0.05214824676513672,-0.12041343748569489,-0.12028950452804565,0.061141349375247955,0.06107304431498051,0.7905800342559814,0.7902288436889648,0.013856650678456666,0.01340747067120997,0.9872310691063929,0.9870519205707355,0.06914195663599337,0.07042097430609107,0.1428362672978058,0.1434765170597438
12,0.0538029670715332,0.054046463966369626,-0.1204061210155487,-0.12035955488681793,0.06117099151015282,0.06110842898488045,0.7904520034790039,0.7904172539710999,0.013880714252178222,0.01364825765105374,0.9871243926567499,0.9871544311228074,0.06966010381267551,0.06994716753400704,0.1433186279961519,0.14307744764697883
13,0.05899930000305176,0.057193446159362796,-0.12043172866106033,-0.1204097792506218,0.061220452189445496,0.061156170442700386,0.7902659177780151,0.7903589606285095,0.014451684087169658,0.013868682465317445,0.9870396998088188,0.9870820462327843,0.07020647136925615,0.06993328759096583,0.14357865860300933,0.14344864329958062
14,0.02421283721923828,0.0522838830947876,-0.12043242156505585,-0.12042258307337761,0.06121985614299774,0.06119542382657528,0.7902671098709106,0.7903595566749573,0.01444750270911428,0.01416410848064625,0.9870293717804434,0.9870820462327843,0.07022984016315144,0.06993328759096583,0.14363863846065883,0.14344864329958062
15,0.032869577407836914,0.0482574462890625,-0.12030777335166931,-0.12041892483830452,0.061260517686605453,0.06122015416622162,0.7900145053863525,0.7902665138244629,0.013805494376838513,0.01416410848064625,0.9867258340065077,0.9870345357946311,0.07246784269432281,0.0702181557662038,0.14467186528279705,0.14360864853183408
16,0.040496826171875,0.04659855365753174,-0.12027750164270401,-0.12036975100636482,0.06126472353935242,0.061240484938025475,0.7898998856544495,0.7901402115821838,0.013937045287623991,0.014192273998369136,0.9866213733030402,0.9868776028934756,0.07202578772233895,0.0711278139427452,0.14558952714137813,0.14415525187172795
17,0.028960466384887695,0.04629969596862793,-0.12035788595676422,-0.12033282965421677,0.061342328786849976,0.061262620612978935,0.7903525233268738,0.7901408076286316,0.013824900223965084,0.013880972755794536,0.9868688614179782,0.9867973477122429,0.07150863486639325,0.0717672112943661,0.14417086264889098,0.144421363965844
