Transformation Number,Time Between Messages,Moving Average Time Between Messages,Translation_x,Filtered Translation_x,Translation_y,Filtered Translation_y,Translation_z,Filtered Translation_z,Rotation_x,Filtered Rotation_x,Rotation_y,Filtered Rotation_y,Rotation_z,Filtered Rotation_z,Rotation_w,Filtered Rotation_w
1,0.04341769218444824,0.04341769218444824,-0.2866450250148773,-0.2866450250148773,0.04381190985441208,0.04381190985441208,0.748653769493103,0.748653769493103,-0.690714222431672,-0.690714222431672,0.7183017187754245,0.7183017187754245,-0.007169769997543017,-0.007169769997543017,0.08309692011779915,0.08309692011779915
2,0.03486490249633789,0.039141297340393066,-0.28664642572402954,-0.28664572536945343,0.043811820447444916,0.0438118651509285,0.7486585974693298,0.7486561834812164,-0.6907116066977895,-0.6907129145647308,0.7183018888415793,0.7183018038085018,-0.007184149715006352,-0.007176959856274685,0.08311594824370275,0.08310643418075095
3,0.02753424644470215,0.03527228037516276,-0.28662675619125366,-0.2866450250148773,0.04380775988101959,0.043811820447444916,0.7486068606376648,0.748653769493103,-0.6908521269937767,-0.690714222431672,0.718131729245344,0.7183017187754245,-0.006847832285149047,-0.007169769997543017,0.0834461818914512,0.08311594824370275
4,0.07329511642456055,0.04477798938751221,-0.28672462701797485,-0.28664572536945343,0.043903641402721405,0.0438118651509285,0.7487968802452087,0.7486561834812164,-0.6900702392428836,-0.6907129145647308,0.7190490225511544,0.7183018038085018,-0.009281344521119058,-0.007176959856274685,0.08176444657293869,0.08310643418075095
5,0.07310700416564941,0.05044379234313965,-0.2869051992893219,-0.2866855263710022,0.04393326863646507,0.04385773092508316,0.7491648197174072,0.7487277388572693,-0.690003306240977,-0.6903909229703366,0.7190696998562125,0.7186754556963668,-0.009296933708074481,-0.008232747118062704,0.08214481814968375,0.08263038319669325
6,0.05711698532104492,0.05155599117279053,-0.2869682312011719,-0.2868149131536484,0.0440424382686615,0.04391845501959324,0.7493581175804138,0.748980849981308,-0.6902819731401388,-0.6901761061915113,0.7186956670673882,0.7188723448092713,-0.009333196071460683,-0.00928913911459677,0.08306760588466347,0.08260621201717361
7,0.03196001052856445,0.048756565366472514,-0.28693339228630066,-0.2869192957878113,0.044055044651031494,0.043987853452563286,0.749264657497406,0.7492147386074066,-0.6900989878197393,-0.6900846135313115,0.7187501822940674,0.7188996024226109,-0.009613625533635654,-0.009315064889767582,0.08407818186970512,0.08260621201717361
8,0.09119176864624023,0.05406096577644348,-0.28695371747016907,-0.28694355487823486,0.0440775603055954,0.0440487414598465,0.7493091821670532,0.7492869198322296,-0.6900990948179888,-0.6900990413188641,0.71876013989176,0.7187551610929137,-0.009592863436657108,-0.009463029754058896,0.08399450937564669,0.08353105763015509
9,0.022814273834228516,0.05058911111619738,-0.2870822548866272,-0.28696097433567047,0.044197339564561844,0.044066302478313446,0.7497381567955017,0.7493336498737335,-0.690163961366397,-0.6901315280921929,0.718490879945382,0.7187229246807278,-0.009894111735715909,-0.009603244485146382,0.08571270862196734,0.0840363456226759
10,0.09177303314208984,0.05470750331878662,-0.28693830966949463,-0.28694601356983185,0.04430718719959259,0.04413744993507862,0.7492324113845825,0.7492869198322296,-0.6902466413674323,-0.6901315280921929,0.7181798246902745,0.7186205311197247,-0.008426382718071057,-0.009603244485146382,0.08778558858442762,0.08489544524583623
